,edad,genero,ingresos,altura,ciudad,niv_edu,hijos
87354,86.0,F,48572.0,1.66,Phoenix,PhD,4
87355,57.0,,,1.93,,pHd,5
87356,22.0,F,36549.0,1.99,Chicago,,1
87357,49.0,M,63475.0,1.86,Phoenix,PhD,5
87358,11.0,M,60775.0,1.54,Phoenix,PhD,3
87359,55.0,M,99206.0,1.94,Chicago,,0
87360,57.0,,,1.93,,pHd,1
87361,75.0,F,48643.0,1.63,Phoenix,,2
87362,13.0,M,64985.0,1.81,Houston,Master,0
87363,26.0,M,80492.0,1.71,New York,PhD,0
87364,57.0,,65972.0,1.51,,pHd,1
87365,,,65972.0,1.71,,no education,5
87366,81.0,F,71543.0,1.91,Phoenix,,0
87367,98.0,F,51142.0,1.84,Los Angeles,Master,4
87368,67.0,M,29281.0,1.94,New York,,2
87369,87.0,F,81888.0,1.6,Phoenix,,4
87370,,,,1.83,,mastre,2
87371,10.0,M,63401.0,1.73,Phoenix,PhD,2
87372,20.0,F,59382.0,1.58,Chicago,Bachelor,2
87373,98.0,F,30155.0,1.84,Los Angeles,Master,4
87374,44.0,M,53596.0,1.57,Phoenix,Master,0
87375,72.0,M,68834.0,1.77,Phoenix,PhD,1
87376,7.0,M,98510.0,1.61,Phoenix,,2
87377,24.0,F,21118.0,1.77,Houston,Master,1
87378,41.0,M,52616.0,1.59,Phoenix,PhD,0
87379,51.0,F,63110.0,1.64,New York,PhD,1
87380,22.0,F,79832.0,1.73,Chicago,Bachelor,5
87381,11.0,F,89468.0,1.77,Los Angeles,,1
87382,77.0,F,63929.0,1.61,Chicago,,3
87383,57.0,F,62120.0,1.57,New York,PhD,3
87384,35.0,F,89000.0,1.98,Chicago,Bachelor,2
87385,61.0,F,66755.0,1.7,Houston,,2
87386,56.0,M,55898.0,1.92,Houston,Bachelor,0
87387,7.0,F,60211.0,1.92,Phoenix,PhD,3
87388,39.0,F,79809.0,1.68,Chicago,Master,5
87389,57.0,,,1.85,,no education,1
87390,39.0,F,93694.0,1.53,Phoenix,Master,0
87391,57.0,,65972.0,1.8,,pHd,4
87392,39.0,M,85903.0,1.95,Los Angeles,Master,3
87393,19.0,M,65076.0,1.6,Phoenix,Master,1
87394,35.0,F,66837.0,1.91,New York,Master,1
87395,14.0,M,46095.0,1.86,New York,Master,4
87396,37.0,F,54764.0,1.63,Houston,Master,0
87397,19.0,F,54414.0,1.99,Phoenix,,3
87398,89.0,F,80734.0,1.7,Los Angeles,,2
87399,87.0,M,23448.0,1.88,Los Angeles,PhD,1
87400,54.0,M,69988.0,1.69,Chicago,,4
87401,41.0,F,36019.0,1.83,Phoenix,,2
87402,49.0,F,60604.0,1.98,Los Angeles,PhD,4
87403,20.0,M,72440.0,1.86,New York,Bachelor,2
87404,55.0,M,33574.0,1.91,Houston,PhD,1
87405,10.0,M,68685.0,1.93,New York,Master,0
87406,51.0,M,87001.0,1.78,Phoenix,Master,5
87407,8.0,M,69212.0,1.75,Los Angeles,,4
87408,33.0,F,64278.0,1.89,Houston,Master,2
87409,,,,1.79,,pHd,4
87410,39.0,M,54894.0,1.7,Houston,Bachelor,4
87411,32.0,M,55667.0,1.73,Houston,,4
87412,4.0,M,40385.0,1.74,Los Angeles,,0
87413,93.0,F,79919.0,1.55,Houston,,5
87414,4.0,F,37394.0,1.7,Houston,,4
87415,,,,1.55,,no education,4
87416,21.0,F,61804.0,1.71,Phoenix,,3
87417,40.0,M,51002.0,1.78,Los Angeles,Master,5
87418,60.0,F,25923.0,1.53,Chicago,,1
87419,51.0,M,56004.0,1.6,Chicago,PhD,4
87420,57.0,,65972.0,1.85,,no education,1
87421,89.0,M,55674.0,1.93,Chicago,PhD,0
87422,2.0,M,80306.0,1.92,Chicago,Bachelor,0
87423,46.0,F,96008.0,1.75,New York,,3
87424,100.0,F,61568.0,1.95,Chicago,,1
87425,,,,1.98,,mastre,5
87426,28.0,M,27353.0,1.91,Chicago,Bachelor,4
87427,10.0,M,71577.0,1.93,Phoenix,,3
87428,28.0,F,57512.0,1.92,Phoenix,Master,2
87429,79.0,M,35281.0,1.54,Houston,PhD,3
87430,91.0,M,56548.0,1.63,New York,Bachelor,0
87431,62.0,M,80401.0,1.52,Los Angeles,PhD,2
87432,97.0,F,52277.0,1.67,Phoenix,Bachelor,0
87433,68.0,M,50205.0,1.52,Chicago,,3
87434,27.0,F,54106.0,1.51,Houston,,1
87435,60.0,M,74971.0,1.83,New York,Master,4
87436,37.0,M,60604.0,1.74,Houston,Master,3
87437,62.0,M,40950.0,1.6,Houston,PhD,1
87438,49.0,F,78100.0,1.91,Los Angeles,Bachelor,2
87439,49.0,M,24483.0,1.93,New York,Master,0
87440,93.0,M,95871.0,2.0,Los Angeles,Master,2
87441,57.0,,65972.0,1.91,,mastre,1
87442,29.0,M,24442.0,2.0,Phoenix,Bachelor,4
87443,64.0,F,96793.0,1.99,Chicago,Bachelor,1
87444,61.0,F,95236.0,1.93,Houston,Bachelor,4
87445,94.0,M,60791.0,1.76,Houston,Master,4
87446,62.0,M,94828.0,1.52,New York,,1
87447,24.0,F,55735.0,1.84,Houston,Master,2
87448,,,,1.59,,no education,3
87449,99.0,M,95744.0,1.84,New York,PhD,1
87450,96.0,F,68634.0,1.97,Chicago,PhD,3
87451,23.0,F,28731.0,1.82,Houston,Bachelor,3
87452,33.0,M,63393.0,1.72,New York,Bachelor,0
87453,22.0,M,24985.0,1.8,New York,PhD,2
87454,62.0,M,93680.0,1.77,Los Angeles,Bachelor,3
87455,66.0,F,25644.0,1.8,Phoenix,Master,1
87456,40.0,M,21001.0,1.71,Los Angeles,PhD,5
87457,89.0,F,45746.0,1.99,Phoenix,PhD,0
87458,10.0,F,62219.0,1.77,Houston,Bachelor,2
87459,23.0,M,80276.0,1.67,Los Angeles,,1
87460,69.0,F,28789.0,1.95,Los Angeles,Master,0
87461,86.0,F,30750.0,1.81,Chicago,PhD,1
87462,,,65972.0,1.91,,pHd,5
87463,82.0,F,89815.0,1.57,Phoenix,,1
87464,53.0,M,36598.0,1.6,Chicago,Master,0
87465,99.0,F,58098.0,1.74,New York,Master,2
87466,14.0,F,43711.0,1.8,Houston,,3
87467,18.0,F,81711.0,1.97,Chicago,PhD,4
87468,97.0,F,48044.0,1.76,Chicago,,4
87469,95.0,F,54234.0,1.96,New York,,5
87470,65.0,F,28312.0,1.52,New York,PhD,0
87471,19.0,F,63173.0,1.52,Houston,Bachelor,2
87472,55.0,M,32990.0,1.95,Houston,,0
87473,,,,1.68,,mastre,1
87474,21.0,M,33960.0,1.74,Chicago,,3
87475,36.0,F,63417.0,1.97,Chicago,PhD,1
87476,92.0,M,96206.0,1.67,Chicago,Master,0
87477,75.0,M,99430.0,1.95,Houston,Master,0
87478,79.0,F,60689.0,1.51,Phoenix,PhD,5
87479,71.0,F,69178.0,1.85,Chicago,PhD,4
87480,60.0,M,55832.0,1.63,Chicago,Bachelor,4
87481,58.0,F,43724.0,1.7,Chicago,,1
87482,78.0,M,51069.0,1.69,Los Angeles,,3
87483,73.0,F,91409.0,1.63,New York,Bachelor,0
87484,77.0,M,82948.0,1.71,Phoenix,PhD,1
87485,37.0,F,22079.0,1.53,New York,Bachelor,4
87486,85.0,F,48475.0,1.61,Chicago,,1
87487,,,,1.76,,no education,2
87488,10.0,F,54605.0,1.69,Chicago,PhD,1
87489,75.0,F,62742.0,1.95,Los Angeles,Bachelor,1
87490,40.0,M,66282.0,1.68,Chicago,PhD,1
87491,89.0,F,22838.0,1.54,New York,,5
87492,5.0,F,88605.0,1.95,New York,Bachelor,2
87493,53.0,F,42648.0,1.67,Los Angeles,,2
87494,91.0,M,94075.0,1.71,Chicago,Master,3
87495,71.0,M,81136.0,1.98,Phoenix,,0
87496,16.0,F,74604.0,1.73,Chicago,,2
87497,23.0,M,89563.0,1.8,Phoenix,Bachelor,2
87498,59.0,F,95088.0,1.98,Phoenix,PhD,2
87499,45.0,F,92542.0,1.61,Los Angeles,Master,4
87500,,,,1.66,,pHd,5
87501,57.0,,,1.65,,mastre,2
87502,93.0,F,51282.0,1.88,New York,PhD,5
87503,2.0,F,31282.0,1.76,Los Angeles,Master,0
87504,38.0,M,41040.0,1.54,Phoenix,Bachelor,0
87505,5.0,M,31637.0,1.8,Phoenix,PhD,5
87506,72.0,M,99206.0,1.8,Phoenix,,2
87507,55.0,M,40302.0,1.6,Houston,Bachelor,4
87508,57.0,,65972.0,1.51,,no education,5
87509,25.0,F,69142.0,1.78,Los Angeles,Bachelor,3
87510,19.0,M,83694.0,2.0,Los Angeles,,0
87511,,,,1.88,,pHd,2
87512,57.0,,,1.81,,no education,5
87513,51.0,M,87113.0,1.63,Chicago,Bachelor,5
87514,65.0,M,23091.0,1.55,Phoenix,PhD,0
87515,35.0,F,84259.0,1.81,Houston,,5
87516,67.0,M,79082.0,1.61,Houston,PhD,3
87517,10.0,F,99326.0,1.72,Phoenix,PhD,4
87518,4.0,M,44201.0,1.8,Los Angeles,PhD,4
87519,49.0,F,80751.0,1.5,Houston,Bachelor,0
87520,21.0,F,42088.0,1.59,Chicago,PhD,5
87521,36.0,M,26416.0,1.78,Houston,Bachelor,4
87522,59.0,F,33887.0,1.89,Los Angeles,PhD,4
87523,10.0,F,65831.0,1.57,Chicago,PhD,3
87524,,,,1.84,,mastre,5
87525,45.0,M,91259.0,1.64,Chicago,PhD,2
87526,51.0,F,56153.0,1.96,Los Angeles,,0
87527,57.0,,65972.0,1.86,,pHd,3
87528,25.0,M,54384.0,1.61,Chicago,Bachelor,0
87529,81.0,F,58956.0,1.9,Phoenix,PhD,2
87530,97.0,F,29184.0,1.96,Phoenix,Master,5
87531,90.0,F,53769.0,1.54,Houston,PhD,2
87532,69.0,M,24609.0,1.6,Chicago,Bachelor,2
87533,95.0,M,54437.0,1.7,Houston,,0
87534,54.0,M,51142.0,1.98,Houston,,1
87535,41.0,F,43879.0,1.73,Chicago,,5
87536,9.0,M,30367.0,1.63,Houston,,3
87537,24.0,F,50641.0,1.75,Chicago,Master,4
87538,4.0,F,81489.0,2.0,Houston,Bachelor,1
87539,,,,1.74,,no education,1
87540,34.0,M,82830.0,1.98,Los Angeles,Bachelor,3
87541,15.0,M,93806.0,1.77,Los Angeles,,0
87542,46.0,M,79059.0,1.73,New York,Bachelor,4
87543,17.0,M,28226.0,1.77,New York,Master,1
87544,65.0,M,34046.0,1.78,Los Angeles,Bachelor,3
87545,4.0,F,67709.0,1.77,Phoenix,,2
87546,94.0,M,67884.0,1.95,Chicago,Bachelor,4
87547,62.0,M,51632.0,1.82,Houston,Master,1
87548,65.0,M,29031.0,1.9,Houston,,1
87549,,,65972.0,1.55,,no education,4
87550,97.0,M,70024.0,1.71,New York,Master,2
87551,39.0,F,51776.0,1.62,New York,PhD,5
87552,57.0,,65972.0,1.58,,Bachelors,5
87553,99.0,M,77892.0,1.9,New York,,5
87554,62.0,M,50166.0,1.67,Chicago,Master,1
87555,1.0,F,67379.0,1.77,New York,Master,4
87556,15.0,F,86575.0,1.56,Phoenix,PhD,3
87557,54.0,M,98496.0,1.99,Houston,Master,5
87558,75.0,F,31554.0,1.53,Houston,,1
87559,49.0,F,82180.0,1.7,New York,PhD,0
87560,,,65972.0,1.76,,Bachelors,4
87561,3.0,M,75727.0,1.77,Chicago,Bachelor,3
87562,57.0,,65972.0,1.92,,pHd,4
87563,,,,1.96,,Bachelors,3
87564,85.0,F,42045.0,1.7,Los Angeles,Master,2
87565,,,65972.0,1.61,,Bachelors,4
87566,25.0,M,70218.0,1.95,Los Angeles,Bachelor,2
87567,49.0,M,32290.0,1.95,Phoenix,Master,4
87568,17.0,M,44647.0,1.86,Chicago,PhD,5
87569,63.0,M,89145.0,1.97,Phoenix,Bachelor,1
87570,4.0,M,46780.0,1.66,Los Angeles,PhD,0
87571,52.0,M,56147.0,1.84,Houston,Master,5
87572,48.0,F,92099.0,1.74,Houston,,2
87573,57.0,,,1.93,,mastre,4
87574,32.0,F,42175.0,1.75,Chicago,,5
87575,57.0,,,1.93,,no education,3
87576,,,65972.0,1.56,,Bachelors,4
87577,10.0,M,30217.0,1.51,Phoenix,Master,0
87578,57.0,,,1.75,,pHd,5
87579,61.0,M,27253.0,1.81,New York,PhD,0
87580,70.0,M,68246.0,1.61,Los Angeles,PhD,1
87581,76.0,F,25173.0,1.8,Chicago,,2
87582,43.0,F,43883.0,1.89,Houston,Master,1
87583,50.0,F,93515.0,1.51,Chicago,Master,5
87584,89.0,M,49983.0,1.81,Los Angeles,Bachelor,2
87585,18.0,F,93852.0,1.75,Los Angeles,PhD,1
87586,26.0,F,52041.0,1.94,Los Angeles,PhD,2
87587,42.0,F,64243.0,1.89,Houston,Bachelor,4
87588,38.0,M,34320.0,1.89,New York,Bachelor,3
87589,29.0,F,94599.0,1.75,Los Angeles,PhD,2
87590,47.0,F,60834.0,1.85,Los Angeles,,1
87591,84.0,M,36008.0,1.59,New York,Master,0
87592,9.0,F,49689.0,1.62,Chicago,Bachelor,1
87593,,,,1.61,,mastre,3
87594,76.0,M,99187.0,1.92,Chicago,PhD,2
87595,3.0,M,40877.0,1.92,Los Angeles,Bachelor,2
87596,40.0,F,37951.0,1.52,Houston,Master,1
87597,47.0,F,77125.0,1.69,Houston,,4
87598,70.0,F,41147.0,1.78,Phoenix,Master,4
87599,73.0,M,30206.0,1.98,Phoenix,PhD,4
87600,54.0,M,52999.0,1.85,New York,Master,5
87601,29.0,M,91320.0,1.99,Los Angeles,Bachelor,3
87602,91.0,F,64867.0,1.51,Phoenix,PhD,4
87603,71.0,F,25582.0,1.78,Houston,PhD,4
87604,46.0,M,83638.0,1.78,Houston,,4
87605,57.0,,65972.0,1.79,,no education,5
87606,47.0,F,84944.0,1.58,Houston,PhD,5
87607,18.0,M,32751.0,1.58,Phoenix,,5
87608,38.0,M,45060.0,1.93,New York,,5
87609,7.0,M,68556.0,1.73,Los Angeles,PhD,1
87610,57.0,,,1.9,,Bachelors,4
87611,6.0,F,36218.0,1.76,New York,Master,3
87612,8.0,F,76438.0,1.86,Phoenix,PhD,2
87613,36.0,F,65403.0,1.55,Houston,Bachelor,5
87614,41.0,M,99604.0,1.97,Chicago,PhD,0
87615,12.0,F,27558.0,1.68,Chicago,PhD,3
87616,96.0,M,70304.0,1.74,New York,Master,3
87617,3.0,M,82174.0,1.65,New York,Bachelor,4
87618,,,,1.82,,no education,5
87619,52.0,M,85633.0,1.55,Chicago,Bachelor,1
87620,83.0,F,93111.0,1.52,Los Angeles,Bachelor,1
87621,49.0,M,81268.0,1.6,New York,,0
87622,98.0,F,63440.0,1.94,Los Angeles,Master,3
87623,53.0,F,57694.0,1.56,Los Angeles,,4
87624,2.0,M,32262.0,1.86,Chicago,Master,5
87625,48.0,F,92895.0,1.97,Houston,PhD,2
87626,72.0,M,30878.0,1.56,Chicago,Master,2
87627,66.0,M,56461.0,1.6,Phoenix,Bachelor,0
87628,6.0,F,71906.0,1.85,Los Angeles,Bachelor,0
87629,75.0,M,74938.0,1.55,Chicago,,3
87630,41.0,M,67182.0,1.93,Chicago,Bachelor,1
87631,73.0,F,22179.0,1.76,Chicago,,0
87632,21.0,M,73449.0,1.54,Los Angeles,PhD,1
87633,83.0,M,35672.0,1.98,Houston,Master,0
87634,34.0,F,80356.0,1.65,Chicago,PhD,1
87635,28.0,M,28167.0,1.89,Houston,Master,5
87636,75.0,F,73603.0,1.75,Los Angeles,PhD,3
87637,82.0,F,98209.0,1.55,Chicago,PhD,0
87638,84.0,F,86296.0,1.57,Chicago,Master,2
87639,65.0,F,23893.0,1.88,Phoenix,,3
87640,11.0,M,97564.0,1.62,Los Angeles,,0
87641,44.0,F,68172.0,1.65,New York,PhD,4
87642,68.0,F,74386.0,1.93,Houston,Master,3
87643,81.0,F,69458.0,1.98,Phoenix,Master,0
87644,66.0,M,84572.0,1.66,Phoenix,PhD,5
87645,32.0,M,95058.0,1.8,Los Angeles,Bachelor,1
87646,,,65972.0,1.77,,mastre,4
87647,20.0,F,61585.0,1.89,Houston,Bachelor,3
87648,48.0,M,62716.0,1.84,Los Angeles,,2
87649,63.0,F,76289.0,1.79,Houston,Master,2
87650,8.0,F,53569.0,1.71,Phoenix,Master,4
87651,22.0,M,48922.0,1.95,Houston,PhD,1
87652,15.0,F,22155.0,1.57,Chicago,PhD,4
87653,14.0,M,46825.0,1.9,Chicago,PhD,4
87654,53.0,M,32334.0,1.74,Los Angeles,,1
87655,,,,1.6,,no education,3
87656,96.0,M,91764.0,1.97,Los Angeles,PhD,4
87657,50.0,M,77922.0,1.52,New York,,1
87658,57.0,,65972.0,1.51,,no education,5
87659,86.0,M,44820.0,1.57,Phoenix,Bachelor,0
87660,,,65972.0,1.51,,Bachelors,4
87661,21.0,M,78553.0,1.5,Chicago,PhD,0
87662,69.0,M,24423.0,1.61,Phoenix,,0
87663,78.0,F,38445.0,1.7,Phoenix,Master,2
87664,86.0,M,31484.0,1.79,Phoenix,,0
87665,90.0,F,34812.0,1.86,New York,Master,5
87666,24.0,F,36417.0,1.75,Houston,Bachelor,3
87667,68.0,F,95057.0,1.78,Los Angeles,Master,4
87668,12.0,F,83226.0,1.86,Chicago,,0
87669,33.0,F,23381.0,1.78,Los Angeles,Master,2
87670,79.0,F,86099.0,1.5,Houston,Master,1
87671,65.0,M,89488.0,1.97,New York,,0
87672,78.0,F,53088.0,1.53,Houston,,4
87673,51.0,F,63764.0,1.77,New York,Master,5
87674,45.0,F,24422.0,1.84,Chicago,Master,2
87675,56.0,M,46907.0,1.82,New York,Master,4
87676,85.0,F,98548.0,1.76,New York,PhD,0
87677,57.0,,,1.53,,Bachelors,1
87678,85.0,F,45192.0,1.62,Houston,PhD,4
87679,13.0,M,60105.0,1.69,Phoenix,PhD,3
87680,92.0,F,21747.0,1.69,Los Angeles,Master,4
87681,62.0,F,44445.0,1.78,Phoenix,PhD,0
87682,57.0,,,1.57,,mastre,2
87683,15.0,M,68678.0,1.9,Phoenix,,5
87684,98.0,F,74154.0,1.86,Houston,PhD,4
87685,47.0,M,74923.0,1.85,Phoenix,Master,5
87686,34.0,M,46734.0,1.55,Chicago,,4
87687,87.0,M,69530.0,1.59,Los Angeles,,1
87688,97.0,F,67267.0,1.75,Phoenix,Bachelor,0
87689,71.0,F,44791.0,1.81,Chicago,Bachelor,1
87690,90.0,F,60904.0,1.93,Los Angeles,Bachelor,0
87691,25.0,M,92950.0,1.75,Houston,PhD,1
87692,50.0,F,63895.0,1.59,Phoenix,Master,2
87693,12.0,M,77262.0,2.0,Chicago,Bachelor,1
87694,57.0,,65972.0,1.74,,pHd,2
87695,100.0,F,45466.0,1.61,Chicago,PhD,5
87696,9.0,F,83997.0,1.66,New York,PhD,5
87697,,,65972.0,1.71,,mastre,4
87698,57.0,,,1.6,,Bachelors,2
87699,72.0,M,86865.0,1.51,New York,PhD,1
87700,29.0,M,57301.0,1.95,Houston,PhD,3
87701,29.0,M,87112.0,1.75,Phoenix,Master,1
87702,49.0,F,73359.0,1.85,Chicago,Master,0
87703,50.0,F,91331.0,1.58,Los Angeles,PhD,5
87704,98.0,F,27397.0,1.6,Chicago,,3
87705,82.0,M,96500.0,1.61,Houston,Master,1
87706,99.0,F,77229.0,1.76,Los Angeles,Bachelor,2
87707,40.0,M,62530.0,1.52,Houston,PhD,1
87708,,,65972.0,1.84,,pHd,3
87709,,,,1.77,,no education,3
87710,26.0,M,22250.0,1.58,Houston,,2
87711,37.0,F,78810.0,1.97,Los Angeles,Bachelor,5
87712,60.0,F,27876.0,1.97,Phoenix,Bachelor,2
87713,90.0,M,58344.0,1.5,New York,Master,3
87714,37.0,F,26621.0,1.55,Phoenix,Master,5
87715,30.0,F,47023.0,1.91,Houston,,3
87716,57.0,,65972.0,1.52,,no education,4
87717,30.0,M,77463.0,1.79,Chicago,Master,4
87718,38.0,F,72861.0,1.9,Chicago,PhD,2
87719,83.0,M,85097.0,1.83,Phoenix,PhD,1
87720,19.0,F,49978.0,1.55,Houston,,1
87721,56.0,F,79712.0,1.99,Los Angeles,Master,3
87722,60.0,M,48053.0,1.81,Phoenix,PhD,3
87723,71.0,M,83071.0,1.94,Phoenix,PhD,4
87724,96.0,M,30899.0,1.95,Houston,Master,4
87725,57.0,,,1.66,,Bachelors,3
87726,35.0,F,58251.0,1.52,Chicago,PhD,5
87727,44.0,F,29532.0,1.74,Los Angeles,Bachelor,5
87728,51.0,F,45037.0,1.56,New York,Bachelor,1
87729,,,65972.0,1.97,,pHd,4
87730,94.0,F,39945.0,1.74,Los Angeles,Master,4
87731,9.0,F,63613.0,1.96,Phoenix,,1
87732,14.0,F,81884.0,1.84,Los Angeles,Bachelor,5
87733,99.0,F,59441.0,1.92,Houston,,2
87734,57.0,,,1.59,,mastre,3
87735,45.0,F,21133.0,1.74,New York,Master,4
87736,57.0,,65972.0,1.8,,mastre,2
87737,72.0,F,43045.0,1.99,Chicago,,3
87738,83.0,F,20564.0,1.5,New York,PhD,1
87739,10.0,F,74410.0,1.67,Phoenix,Master,4
87740,53.0,F,87141.0,1.73,Houston,Bachelor,3
87741,1.0,M,21733.0,2.0,Los Angeles,,2
87742,77.0,F,33574.0,1.52,New York,Master,1
87743,50.0,M,23357.0,1.58,New York,,5
87744,40.0,F,60271.0,1.77,Houston,Bachelor,2
87745,86.0,F,94325.0,1.67,New York,,5
87746,,,,1.86,,mastre,1
87747,48.0,F,53379.0,1.79,New York,,4
87748,57.0,F,43951.0,1.8,Houston,Bachelor,1
87749,66.0,M,32124.0,1.64,Los Angeles,,3
87750,64.0,F,40892.0,1.95,Chicago,Bachelor,5
87751,55.0,F,60286.0,1.59,Houston,PhD,3
87752,54.0,M,50847.0,1.66,Los Angeles,Bachelor,4
87753,4.0,M,69305.0,1.65,New York,,3
87754,98.0,F,32515.0,1.83,New York,,2
87755,99.0,F,75018.0,1.53,Los Angeles,,3
87756,94.0,F,34495.0,1.65,Phoenix,PhD,4
87757,10.0,F,88860.0,1.79,New York,PhD,4
87758,61.0,F,87843.0,1.64,Chicago,PhD,3
87759,70.0,M,37606.0,1.85,Houston,,2
87760,21.0,M,97894.0,1.52,New York,Bachelor,0
87761,87.0,F,21049.0,1.68,Houston,PhD,1
87762,80.0,M,41997.0,1.59,New York,PhD,0
87763,49.0,M,62989.0,1.58,New York,,3
87764,,,,1.77,,pHd,4
87765,37.0,F,93433.0,1.78,Houston,PhD,2
87766,96.0,F,66641.0,1.6,New York,Bachelor,5
87767,,,,1.68,,Bachelors,5
87768,61.0,F,67071.0,1.7,New York,Bachelor,2
87769,30.0,F,96606.0,1.99,Los Angeles,Master,5
87770,3.0,F,80524.0,1.84,Houston,Master,4
87771,57.0,,65972.0,1.91,,mastre,1
87772,38.0,M,40480.0,1.67,Los Angeles,Master,2
87773,,,65972.0,1.56,,mastre,3
87774,93.0,M,94518.0,1.6,Houston,Master,1
87775,4.0,F,45870.0,1.84,Chicago,,1
87776,20.0,M,45233.0,1.88,New York,PhD,3
87777,59.0,F,95663.0,1.51,New York,,0
87778,77.0,F,22183.0,1.89,Los Angeles,Master,4
87779,64.0,F,51071.0,1.59,Los Angeles,Master,0
87780,94.0,M,87135.0,1.74,New York,Bachelor,1
87781,92.0,M,44147.0,1.52,Chicago,Master,5
87782,90.0,F,84551.0,1.87,Phoenix,Master,2
87783,18.0,M,74701.0,1.71,New York,PhD,2
87784,64.0,M,37459.0,1.58,Chicago,PhD,2
87785,26.0,M,48523.0,1.87,Houston,Master,5
87786,2.0,F,88162.0,1.79,Houston,,4
87787,57.0,,65972.0,1.63,,mastre,2
87788,76.0,M,79253.0,1.57,New York,Bachelor,3
87789,79.0,F,28876.0,1.9,Chicago,Bachelor,2
87790,55.0,F,73764.0,1.57,New York,PhD,1
87791,80.0,M,43810.0,1.57,New York,Master,4
87792,75.0,M,22647.0,1.62,Chicago,Bachelor,5
87793,40.0,M,50927.0,1.92,Chicago,Bachelor,3
87794,51.0,F,69422.0,1.81,Los Angeles,Bachelor,5
87795,48.0,F,81428.0,1.57,Phoenix,PhD,3
87796,20.0,M,60316.0,1.72,Chicago,PhD,0
87797,14.0,M,38264.0,1.88,Houston,,5
87798,61.0,M,69581.0,1.61,New York,Bachelor,3
87799,38.0,M,34180.0,1.57,Chicago,Master,1
87800,48.0,M,74998.0,1.77,Chicago,Master,4
87801,84.0,F,93640.0,1.8,New York,PhD,1
87802,,,,1.93,,no education,2
87803,41.0,F,98945.0,1.52,New York,,1
87804,72.0,F,68148.0,1.58,Houston,PhD,1
87805,75.0,M,90792.0,1.8,Chicago,Bachelor,4
87806,89.0,M,53889.0,1.75,Houston,,2
87807,70.0,F,56233.0,1.94,Los Angeles,Master,1
87808,69.0,F,96060.0,1.7,Houston,PhD,0
87809,,,,1.66,,no education,2
87810,26.0,F,75551.0,1.94,Phoenix,PhD,4
87811,57.0,,65972.0,1.92,,Bachelors,5
87812,55.0,F,87139.0,1.99,Houston,PhD,5
87813,72.0,F,89344.0,1.95,Phoenix,Master,5
87814,38.0,F,85985.0,1.64,Houston,Master,4
87815,39.0,F,47466.0,1.88,Phoenix,Master,1
87816,29.0,M,44834.0,1.6,Phoenix,Master,2
87817,89.0,M,56295.0,1.78,Chicago,,3
87818,72.0,M,45486.0,1.87,Chicago,PhD,1
87819,,,,1.97,,no education,5
87820,86.0,M,97779.0,1.92,New York,,4
87821,51.0,M,94577.0,1.71,New York,Master,0
87822,67.0,M,74312.0,1.8,Chicago,PhD,3
87823,36.0,F,40813.0,1.99,Chicago,PhD,1
87824,14.0,F,37038.0,1.78,Chicago,Master,1
87825,39.0,F,20635.0,1.78,Phoenix,PhD,2
87826,48.0,M,61747.0,1.54,Phoenix,Master,0
87827,60.0,M,40141.0,1.66,Phoenix,Master,4
87828,74.0,M,68099.0,1.94,Houston,Master,1
87829,46.0,F,77660.0,1.51,Chicago,Master,2
87830,45.0,F,76256.0,1.79,Phoenix,,4
87831,95.0,F,72209.0,1.96,Phoenix,,4
87832,93.0,M,77653.0,1.61,Houston,Bachelor,2
87833,59.0,M,35041.0,1.51,New York,Master,0
87834,26.0,M,33379.0,1.88,Houston,Bachelor,4
87835,57.0,,65972.0,1.81,,no education,2
87836,9.0,F,52777.0,1.58,Chicago,Master,4
87837,,,65972.0,1.99,,mastre,4
87838,82.0,F,54065.0,1.65,Chicago,PhD,2
87839,55.0,F,97778.0,1.67,Houston,Master,4
87840,92.0,F,62430.0,1.63,Phoenix,,2
87841,58.0,F,22846.0,1.57,New York,Master,0
87842,74.0,F,50232.0,1.88,Houston,Master,3
87843,77.0,M,51496.0,1.93,Phoenix,Master,2
87844,61.0,F,57790.0,1.58,Chicago,,5
87845,83.0,M,55939.0,1.74,Chicago,Master,3
87846,17.0,M,52216.0,1.72,New York,PhD,2
87847,68.0,F,33162.0,1.92,Houston,,4
87848,11.0,F,91755.0,1.81,Phoenix,Master,3
87849,45.0,F,44140.0,1.67,Houston,Bachelor,0
87850,55.0,F,87741.0,1.67,Chicago,,1
87851,11.0,F,42297.0,1.77,Houston,Bachelor,3
87852,25.0,M,71818.0,1.69,Phoenix,Bachelor,2
87853,,,65972.0,1.77,,Bachelors,1
87854,3.0,M,24551.0,1.51,Houston,Master,4
87855,17.0,M,62036.0,1.53,Phoenix,PhD,2
87856,81.0,F,26452.0,1.77,Chicago,Bachelor,0
87857,30.0,M,24043.0,1.83,Chicago,Bachelor,3
87858,21.0,M,48965.0,1.57,Chicago,Master,1
87859,62.0,M,67823.0,1.8,Phoenix,Master,0
87860,,,,2.0,,no education,3
87861,28.0,M,65341.0,1.85,Los Angeles,Bachelor,5
87862,77.0,F,30932.0,1.64,Phoenix,Master,3
87863,12.0,M,35936.0,2.0,Houston,,3
87864,51.0,M,38064.0,1.69,Houston,,3
87865,92.0,F,44089.0,1.67,Houston,PhD,3
